check_type,check_name,new_name,check_domain,check_application,full_description,check_type_short,check_category,hr_comments,ap_comments
Vocabulary Conformance,vc_pr_pscid,vc_procsall-scid,Procedure Occurrence,procedure_source_concept_id,"counts of all available vocabularies in procedure_source_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: ICD10CM, CPT4, ICD9CM, ICD10, ICD9, ICD10PCS, ICD9Proc, HCPCS",vc,Conformance,,
Vocabulary Conformance,vc_co_cscid,vc_condsall-scid,Condition Occurrence,condition_source_concept_id,"counts of all available vocabularies in condition_source_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: ICD9, ICD10CM, ICD10, ICD10CM",vc,Conformance,,
Vocabulary Conformance,vc_im_dose,vc_immsall-doseunitcid,Immunization,imm_dose_unit_concept_id,"counts of all available vocabularies in imm_dose_unit_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: UCUM",vc,Conformance,,
Vocabulary Conformance,vc_dt_cause_cid,vc_deathall-cause,Death,cause_concept_id,"counts of all available vocabularies cause_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: SNOMED, OMOP Extension",vc,Conformance,,
Vocabulary Conformance,vc_co_cid,vc_condsall-cid,Condition Occurrence,condition_concept_id,"counts of all available vocabularies in condition_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: SNOMED, OMOP Extension",vc,Conformance,,
Vocabulary Conformance,vc_dr_cid,vc_drugsall-cid,Drug Exposure,drug_concept_id,"counts of all available vocabularies in drug_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: RxNorm, RxNorm Extension",vc,Conformance,,
Vocabulary Conformance,vc_im_cid,vc_immsall-cid,Immunization,immunization_concept_id,"counts of all available vocabularies in immunization_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: CVX",vc,Conformance,,
Vocabulary Conformance,vc_dr_dose,vc_drugsall-doseunitcid,Drug Exposure,dose_unit_concept_id,"counts of all available vocabularies in dose_unit_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: UCUM",vc,Conformance,,
Vocabulary Conformance,vc_ml_cid,vc_labsall-cid,Measurement Labs,measurement_concept_id,"counts of all available vocabularies in measurement_concept_id, flagging when the vocabulary is not conformant to the acceptable values of: LOINC, SNOMED, PEDSnet",vc,Conformance,,
Value Set Conformance,vs_adt_cid,vs_adtall-servicecid,ADT Occurrence,service_concept_id,counts of concepts in service_concept_id that are not part of the list of concepts in valueset_service (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_adt_tcid,vs_adtall-typecid,ADT Occurrence,adt_type_concept_id,counts of concepts in adt_type_concept_id that are not part of the list of concepts in valueset_adt_event_type (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_ob_cid,vs_obsall-cid,Observation,observation_concept_id,counts of concepts in observation_concept_id that are not part of the list of concepts in valueset_observation (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_im_route_cid,vs_immall-routecid,Immunization,imm_route_concept_id,counts of concepts in imm_route_concept_id that are not part of the list of concepts in valueset_imm_route (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_pd_race_cid,vs_demog-race,Person,race_concept_id,counts of concepts in race_concept_id that are not part of the list of concepts in valueset_race (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_pd_eth_cid,vs_demog-eth,Person,ethnicity_concept_id,counts of concepts in ethnicity_concept_id that are not part of the list of concepts in valueset_ethnicity (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_hvs_values,vs_obshvsall,Observation,Hunger Vital Signs value_as_concept_id,"counts of concepts in value_as_concept_id where observation_concept_id = 37116643, 40192426, or 40192517 that are not part of the list of concepts in valueset_hvs (found in the specs folder of the GitHub repository)",vs,Conformance,,
Value Set Conformance,vs_ob_race_eth,vs_race-eth,Observation,OMB Race/Ethnicity value_as_concept_id,counts of concepts in value_as_concept_id where observation_concept_id = 3050381 that are not part of the list of concepts in valueset_race_ethnicity (found in the specs folder in the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_aud,vs_obssdohaud,Observation,SDOH - Alcohol Use Disorder Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_aud that are not part of the list of concepts in sdoh_aud_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_food_insecurity,vs_obssdohfood,Observation,SDOH - Food Insecurity Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_food_insecurity that are not part of the list of concepts in sdoh_food_insecurity_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_health_literacy,vs_obsasdohliter,Observation,SDOH - Health Literacy Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_health_literacy that are not part of the list of concepts in sdoh_health_literacy_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_housing_stability,vs_obssdohhous,Observation,SDOH - Housing Stability Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_housing_stability that are not part of the list of concepts in sdoh_housing_stability_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_ipv,vs_obssdohipv,Observation,SDOH - Intimate Partner Violence Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_ipv that are not part of the list of concepts in sdoh_ipv_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_mdd,vs_obssdohmdd,Observation,SDOH - Depression Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_mdd that are not part of the list of concepts in sdoh_mdd_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_physical_activity,vs_obssdohact,Observation,SDOH - Physical Activity Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_physical_activity that are not part of the list of concepts in sdoh_physical_activity_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_ppd,vs_obssdohppd,Observation,SDOH - Postpartum Depression Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_ppd that are not part of the list of concepts in sdoh_ppd_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_stress,vs_obssdohstress,Observation,SDOH - Stress Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_stress that are not part of the list of concepts in sdoh_stress_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_sdoh_utilities,vs_obssdohutil,Observation,SDOH - Utilities Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to sdoh_utilities that are not part of the list of concepts in sdoh_utilities_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_anxiety,vs_obspromisanxiety,Observation,PROMIS - Anxiety Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_anxietyÊ that are not part of the list of concepts in promis_anxiety_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_mdd,vs_obspromismdd,Observation,PROMIS - Depression Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_mdd that are not part of the list of concepts in promis_mdd_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_global,vs_obspromisglobal,Observation,PROMIS - Global Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_global that are not part of the list of concepts in promis_global_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_pain_behavior,vs_obspromispainbehav,Observation,PROMIS - Pain Behavior Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_pain_behavior that are not part of the list of concepts in promis_pain_behavior_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_pain_intensity,vs_obspromispainintens,Observation,PROMIS - Pain Intensity Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_pain_intensity that are not part of the list of concepts in promis_pain_intensity_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_pain_interference,vs_obspromispaininterf,Observation,PROMIS - Pain Interference Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_pain_interference that are not part of the list of concepts in promis_pain_interference_values (found in the specs folder of the GitHub repository),vs,Conformance,,
Value Set Conformance,vs_promis_physical_function,vs_obspromispainfunc,Observation,PROMIS - Physical Function Responses,counts of concepts in value_as_concept_id where observation_concept_id belongs to promis_physical_function that are not part of the list of concepts in promis_physical_function_values (found in the specs folder of the GitHub repository),vs,Conformance,,
